Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140424/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.76
Liftedindex,0.57
LIFTcomputedusingvirtualtemperature,0.16
SWEATindex,33.99
Kindex,8.50
Crosstotalsindex,9.90
Verticaltotalsindex,25.90
Totalstotalsindex,35.80
ConvectiveAvailablePotentialEnergy,17.99
CAPEusingvirtualtemperature,45.91
ConvectiveInhibition,-111.20
CINSusingvirtualtemperature,-72.29
EquilibrumLevel,423.81
EquilibrumLevelusingvirtualtemperature,419.81
LevelofFreeConvection,763.46
LFCTusingvirtualtemperature,801.17
BulkRichardsonNumber,17.47
BulkRichardsonNumberusingCAPV,44.57
Temp[K]oftheLiftedCondensationLevel,287.10
Pres[hPa]oftheLiftedCondensationLevel,911.78
Meanmixedlayerpotentialtemperature,294.79
Meanmixedlayermixingratio,11.12
1000hPato500hPathickness,5648.00
Precipitablewater[mm]forentiresounding,21.95
