Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160328/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.80
Liftedindex,0.98
LIFTcomputedusingvirtualtemperature,0.38
SWEATindex,142.01
Kindex,22.30
Crosstotalsindex,16.90
Verticaltotalsindex,19.30
Totalstotalsindex,36.20
ConvectiveAvailablePotentialEnergy,191.74
CAPEusingvirtualtemperature,300.56
ConvectiveInhibition,-0.02
CINSusingvirtualtemperature,0.00
EquilibrumLevel,513.98
EquilibrumLevelusingvirtualtemperature,505.24
LevelofFreeConvection,931.82
LFCTusingvirtualtemperature,935.48
BulkRichardsonNumber,912.82
BulkRichardsonNumberusingCAPV,1430.90
Temp[K]oftheLiftedCondensationLevel,290.63
Pres[hPa]oftheLiftedCondensationLevel,937.59
Meanmixedlayerpotentialtemperature,296.04
Meanmixedlayermixingratio,13.60
1000hPato500hPathickness,5674.00
Precipitablewater[mm]forentiresounding,35.62
