Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150809/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.33
Liftedindex,7.56
LIFTcomputedusingvirtualtemperature,7.47
SWEATindex,38.00
Kindex,-23.10
Crosstotalsindex,16.50
Verticaltotalsindex,23.50
Totalstotalsindex,40.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.30
Pres[hPa]oftheLiftedCondensationLevel,895.83
Meanmixedlayerpotentialtemperature,287.20
Meanmixedlayermixingratio,6.22
1000hPato500hPathickness,5527.00
Precipitablewater[mm]forentiresounding,13.21
