Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100829/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.64
Liftedindex,5.90
LIFTcomputedusingvirtualtemperature,5.80
SWEATindex,77.98
Kindex,-4.10
Crosstotalsindex,19.70
Verticaltotalsindex,22.90
Totalstotalsindex,42.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.04
Pres[hPa]oftheLiftedCondensationLevel,884.07
Meanmixedlayerpotentialtemperature,289.05
Meanmixedlayermixingratio,6.63
1000hPato500hPathickness,5519.00
Precipitablewater[mm]forentiresounding,17.86
