Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121209/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.00
Liftedindex,1.46
LIFTcomputedusingvirtualtemperature,1.26
SWEATindex,137.78
Kindex,27.90
Crosstotalsindex,20.20
Verticaltotalsindex,22.70
Totalstotalsindex,42.90
ConvectiveAvailablePotentialEnergy,14.56
CAPEusingvirtualtemperature,20.82
ConvectiveInhibition,-14.36
CINSusingvirtualtemperature,-9.48
EquilibrumLevel,531.02
EquilibrumLevelusingvirtualtemperature,530.34
LevelofFreeConvection,835.66
LFCTusingvirtualtemperature,841.39
BulkRichardsonNumber,0.78
BulkRichardsonNumberusingCAPV,1.11
Temp[K]oftheLiftedCondensationLevel,286.71
Pres[hPa]oftheLiftedCondensationLevel,887.31
Meanmixedlayerpotentialtemperature,296.69
Meanmixedlayermixingratio,11.14
1000hPato500hPathickness,5677.00
Precipitablewater[mm]forentiresounding,37.98
