Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110610/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,15.88
Liftedindex,16.91
LIFTcomputedusingvirtualtemperature,16.96
SWEATindex,88.12
Kindex,-31.50
Crosstotalsindex,-6.90
Verticaltotalsindex,23.10
Totalstotalsindex,16.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,270.21
Pres[hPa]oftheLiftedCondensationLevel,837.96
Meanmixedlayerpotentialtemperature,284.22
Meanmixedlayermixingratio,3.72
1000hPato500hPathickness,5532.00
Precipitablewater[mm]forentiresounding,7.97
