Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141107/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.42
Liftedindex,0.87
LIFTcomputedusingvirtualtemperature,0.48
SWEATindex,137.19
Kindex,12.50
Crosstotalsindex,19.90
Verticaltotalsindex,24.90
Totalstotalsindex,44.80
ConvectiveAvailablePotentialEnergy,0.06
CAPEusingvirtualtemperature,3.53
ConvectiveInhibition,-191.03
CINSusingvirtualtemperature,-74.29
EquilibrumLevel,604.26
EquilibrumLevelusingvirtualtemperature,600.97
LevelofFreeConvection,608.68
LFCTusingvirtualtemperature,747.86
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.09
Temp[K]oftheLiftedCondensationLevel,287.50
Pres[hPa]oftheLiftedCondensationLevel,911.12
Meanmixedlayerpotentialtemperature,295.26
Meanmixedlayermixingratio,11.42
1000hPato500hPathickness,5672.00
Precipitablewater[mm]forentiresounding,28.03
