Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130118/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.39
Liftedindex,5.77
LIFTcomputedusingvirtualtemperature,5.30
SWEATindex,102.60
Kindex,26.10
Crosstotalsindex,9.70
Verticaltotalsindex,23.70
Totalstotalsindex,33.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,288.58
Pres[hPa]oftheLiftedCondensationLevel,899.86
Meanmixedlayerpotentialtemperature,297.43
Meanmixedlayermixingratio,12.41
1000hPato500hPathickness,5759.00
Precipitablewater[mm]forentiresounding,31.83
