Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100330/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.22
Liftedindex,1.20
LIFTcomputedusingvirtualtemperature,0.60
SWEATindex,179.38
Kindex,31.20
Crosstotalsindex,19.60
Verticaltotalsindex,20.30
Totalstotalsindex,39.90
ConvectiveAvailablePotentialEnergy,124.62
CAPEusingvirtualtemperature,205.43
ConvectiveInhibition,-0.08
CINSusingvirtualtemperature,0.00
EquilibrumLevel,329.94
EquilibrumLevelusingvirtualtemperature,329.02
LevelofFreeConvection,945.78
LFCTusingvirtualtemperature,960.41
BulkRichardsonNumber,10.60
BulkRichardsonNumberusingCAPV,17.48
Temp[K]oftheLiftedCondensationLevel,292.05
Pres[hPa]oftheLiftedCondensationLevel,961.73
Meanmixedlayerpotentialtemperature,295.34
Meanmixedlayermixingratio,14.51
1000hPato500hPathickness,5690.00
Precipitablewater[mm]forentiresounding,40.27
