Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161213/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.39
Liftedindex,3.51
LIFTcomputedusingvirtualtemperature,3.16
SWEATindex,60.20
Kindex,-12.70
Crosstotalsindex,12.70
Verticaltotalsindex,21.70
Totalstotalsindex,34.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.74
ConvectiveInhibition,-18.52
CINSusingvirtualtemperature,-8.78
EquilibrumLevel,861.76
EquilibrumLevelusingvirtualtemperature,857.57
LevelofFreeConvection,863.01
LFCTusingvirtualtemperature,875.10
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.21
Temp[K]oftheLiftedCondensationLevel,285.89
Pres[hPa]oftheLiftedCondensationLevel,894.99
Meanmixedlayerpotentialtemperature,295.12
Meanmixedlayermixingratio,10.46
1000hPato500hPathickness,5671.00
Precipitablewater[mm]forentiresounding,19.30
