Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100121/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.50
Liftedindex,4.15
LIFTcomputedusingvirtualtemperature,3.58
SWEATindex,79.19
Kindex,8.50
Crosstotalsindex,8.90
Verticaltotalsindex,22.90
Totalstotalsindex,31.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,288.90
Pres[hPa]oftheLiftedCondensationLevel,889.31
Meanmixedlayerpotentialtemperature,298.75
Meanmixedlayermixingratio,12.83
1000hPato500hPathickness,5773.00
Precipitablewater[mm]forentiresounding,27.91
