Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111013/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.40
Liftedindex,-3.45
LIFTcomputedusingvirtualtemperature,-3.97
SWEATindex,148.01
Kindex,25.60
Crosstotalsindex,23.60
Verticaltotalsindex,25.10
Totalstotalsindex,48.70
ConvectiveAvailablePotentialEnergy,913.03
CAPEusingvirtualtemperature,1057.11
ConvectiveInhibition,-9.64
CINSusingvirtualtemperature,-4.97
EquilibrumLevel,282.58
EquilibrumLevelusingvirtualtemperature,282.18
LevelofFreeConvection,906.28
LFCTusingvirtualtemperature,919.63
BulkRichardsonNumber,28.30
BulkRichardsonNumberusingCAPV,32.76
Temp[K]oftheLiftedCondensationLevel,289.78
Pres[hPa]oftheLiftedCondensationLevel,943.33
Meanmixedlayerpotentialtemperature,294.66
Meanmixedlayermixingratio,12.81
1000hPato500hPathickness,5616.00
Precipitablewater[mm]forentiresounding,29.91
