Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160605/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.79
Liftedindex,10.08
LIFTcomputedusingvirtualtemperature,9.90
SWEATindex,81.02
Kindex,17.50
Crosstotalsindex,13.50
Verticaltotalsindex,21.50
Totalstotalsindex,35.00
ConvectiveAvailablePotentialEnergy,3.77
CAPEusingvirtualtemperature,5.52
ConvectiveInhibition,-216.89
CINSusingvirtualtemperature,-197.90
EquilibrumLevel,651.17
EquilibrumLevelusingvirtualtemperature,650.83
LevelofFreeConvection,668.98
LFCTusingvirtualtemperature,674.74
BulkRichardsonNumber,0.06
BulkRichardsonNumberusingCAPV,0.08
Temp[K]oftheLiftedCondensationLevel,279.87
Pres[hPa]oftheLiftedCondensationLevel,887.39
Meanmixedlayerpotentialtemperature,289.61
Meanmixedlayermixingratio,7.00
1000hPato500hPathickness,5562.00
Precipitablewater[mm]forentiresounding,17.19
