Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100826/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,14.10
Liftedindex,11.47
LIFTcomputedusingvirtualtemperature,11.36
SWEATindex,169.02
Kindex,-32.30
Crosstotalsindex,11.30
Verticaltotalsindex,18.30
Totalstotalsindex,29.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,277.76
Pres[hPa]oftheLiftedCondensationLevel,894.52
Meanmixedlayerpotentialtemperature,286.76
Meanmixedlayermixingratio,5.99
1000hPato500hPathickness,5511.00
Precipitablewater[mm]forentiresounding,11.71
