Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110420/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.74
Liftedindex,4.50
LIFTcomputedusingvirtualtemperature,4.18
SWEATindex,113.79
Kindex,24.40
Crosstotalsindex,12.90
Verticaltotalsindex,18.90
Totalstotalsindex,31.80
ConvectiveAvailablePotentialEnergy,12.66
CAPEusingvirtualtemperature,38.46
ConvectiveInhibition,-5.06
CINSusingvirtualtemperature,-1.99
EquilibrumLevel,648.29
EquilibrumLevelusingvirtualtemperature,627.68
LevelofFreeConvection,915.53
LFCTusingvirtualtemperature,923.36
BulkRichardsonNumber,2.70
BulkRichardsonNumberusingCAPV,8.19
Temp[K]oftheLiftedCondensationLevel,289.18
Pres[hPa]oftheLiftedCondensationLevel,933.92
Meanmixedlayerpotentialtemperature,294.90
Meanmixedlayermixingratio,12.44
1000hPato500hPathickness,5682.00
Precipitablewater[mm]forentiresounding,36.77
