Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120704/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,14.30
Liftedindex,12.10
LIFTcomputedusingvirtualtemperature,12.02
SWEATindex,46.99
Kindex,-38.70
Crosstotalsindex,1.10
Verticaltotalsindex,23.10
Totalstotalsindex,24.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,271.93
Pres[hPa]oftheLiftedCondensationLevel,846.84
Meanmixedlayerpotentialtemperature,285.17
Meanmixedlayermixingratio,4.16
1000hPato500hPathickness,5491.00
Precipitablewater[mm]forentiresounding,6.29
