Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141127/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.53
Liftedindex,0.56
LIFTcomputedusingvirtualtemperature,0.10
SWEATindex,134.18
Kindex,27.70
Crosstotalsindex,19.70
Verticaltotalsindex,24.10
Totalstotalsindex,43.80
ConvectiveAvailablePotentialEnergy,4.34
CAPEusingvirtualtemperature,36.68
ConvectiveInhibition,-111.27
CINSusingvirtualtemperature,-77.50
EquilibrumLevel,530.17
EquilibrumLevelusingvirtualtemperature,381.64
LevelofFreeConvection,686.50
LFCTusingvirtualtemperature,697.02
BulkRichardsonNumber,0.34
BulkRichardsonNumberusingCAPV,2.88
Temp[K]oftheLiftedCondensationLevel,286.93
Pres[hPa]oftheLiftedCondensationLevel,876.53
Meanmixedlayerpotentialtemperature,297.96
Meanmixedlayermixingratio,11.46
1000hPato500hPathickness,5688.00
Precipitablewater[mm]forentiresounding,31.89
