Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140821/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.31
Liftedindex,5.27
LIFTcomputedusingvirtualtemperature,5.10
SWEATindex,200.13
Kindex,24.60
Crosstotalsindex,20.60
Verticaltotalsindex,25.30
Totalstotalsindex,45.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,280.54
Pres[hPa]oftheLiftedCondensationLevel,905.94
Meanmixedlayerpotentialtemperature,288.58
Meanmixedlayermixingratio,7.18
1000hPato500hPathickness,5516.00
Precipitablewater[mm]forentiresounding,19.11
