Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141128/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.13
Liftedindex,-0.61
LIFTcomputedusingvirtualtemperature,-1.13
SWEATindex,154.80
Kindex,29.30
Crosstotalsindex,20.90
Verticaltotalsindex,24.10
Totalstotalsindex,45.00
ConvectiveAvailablePotentialEnergy,202.18
CAPEusingvirtualtemperature,310.40
ConvectiveInhibition,-8.19
CINSusingvirtualtemperature,-3.00
EquilibrumLevel,396.18
EquilibrumLevelusingvirtualtemperature,394.07
LevelofFreeConvection,881.10
LFCTusingvirtualtemperature,893.53
BulkRichardsonNumber,7.27
BulkRichardsonNumberusingCAPV,11.16
Temp[K]oftheLiftedCondensationLevel,288.34
Pres[hPa]oftheLiftedCondensationLevel,912.26
Meanmixedlayerpotentialtemperature,296.02
Meanmixedlayermixingratio,12.06
1000hPato500hPathickness,5649.00
Precipitablewater[mm]forentiresounding,32.45
