Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160216/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,13.35
Liftedindex,4.75
LIFTcomputedusingvirtualtemperature,4.15
SWEATindex,49.01
Kindex,11.30
Crosstotalsindex,-3.30
Verticaltotalsindex,26.70
Totalstotalsindex,23.40
ConvectiveAvailablePotentialEnergy,65.80
CAPEusingvirtualtemperature,85.98
ConvectiveInhibition,-575.54
CINSusingvirtualtemperature,-459.14
EquilibrumLevel,537.34
EquilibrumLevelusingvirtualtemperature,535.31
LevelofFreeConvection,635.09
LFCTusingvirtualtemperature,651.29
BulkRichardsonNumber,11.63
BulkRichardsonNumberusingCAPV,15.20
Temp[K]oftheLiftedCondensationLevel,289.57
Pres[hPa]oftheLiftedCondensationLevel,896.08
Meanmixedlayerpotentialtemperature,298.81
Meanmixedlayermixingratio,13.30
1000hPato500hPathickness,5763.00
Precipitablewater[mm]forentiresounding,27.71
