Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151214/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.80
Liftedindex,5.09
LIFTcomputedusingvirtualtemperature,4.72
SWEATindex,33.00
Kindex,-6.10
Crosstotalsindex,3.50
Verticaltotalsindex,23.50
Totalstotalsindex,27.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.61
Pres[hPa]oftheLiftedCondensationLevel,882.77
Meanmixedlayerpotentialtemperature,295.98
Meanmixedlayermixingratio,10.41
1000hPato500hPathickness,5684.00
Precipitablewater[mm]forentiresounding,23.88
