Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130317/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.15
Liftedindex,2.36
LIFTcomputedusingvirtualtemperature,1.82
SWEATindex,121.79
Kindex,-10.70
Crosstotalsindex,11.90
Verticaltotalsindex,23.90
Totalstotalsindex,35.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,1.69
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-165.79
EquilibrumLevelusingvirtualtemperature,718.18
LFCTusingvirtualtemperature,743.64
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.12
Temp[K]oftheLiftedCondensationLevel,290.24
Pres[hPa]oftheLiftedCondensationLevel,912.35
Meanmixedlayerpotentialtemperature,297.96
Meanmixedlayermixingratio,13.66
1000hPato500hPathickness,5766.00
Precipitablewater[mm]forentiresounding,26.21
