Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140508/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.08
Liftedindex,1.08
LIFTcomputedusingvirtualtemperature,1.02
SWEATindex,121.01
Kindex,30.30
Crosstotalsindex,23.00
Verticaltotalsindex,26.50
Totalstotalsindex,49.50
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.03
Pres[hPa]oftheLiftedCondensationLevel,913.56
Meanmixedlayerpotentialtemperature,290.45
Meanmixedlayermixingratio,8.44
1000hPato500hPathickness,5555.00
Precipitablewater[mm]forentiresounding,27.72
