Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160218/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.79
Liftedindex,-1.19
LIFTcomputedusingvirtualtemperature,-1.98
SWEATindex,168.18
Kindex,31.10
Crosstotalsindex,17.70
Verticaltotalsindex,23.70
Totalstotalsindex,41.40
ConvectiveAvailablePotentialEnergy,641.52
CAPEusingvirtualtemperature,807.55
ConvectiveInhibition,-93.39
CINSusingvirtualtemperature,-38.50
EquilibrumLevel,318.04
EquilibrumLevelusingvirtualtemperature,316.95
LevelofFreeConvection,734.92
LFCTusingvirtualtemperature,754.84
BulkRichardsonNumber,17.01
BulkRichardsonNumberusingCAPV,21.41
Temp[K]oftheLiftedCondensationLevel,292.30
Pres[hPa]oftheLiftedCondensationLevel,917.21
Meanmixedlayerpotentialtemperature,299.62
Meanmixedlayermixingratio,15.48
1000hPato500hPathickness,5744.00
Precipitablewater[mm]forentiresounding,36.23
