Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150629/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.82
Liftedindex,6.59
LIFTcomputedusingvirtualtemperature,6.32
SWEATindex,123.80
Kindex,25.80
Crosstotalsindex,19.10
Verticaltotalsindex,19.30
Totalstotalsindex,38.40
ConvectiveAvailablePotentialEnergy,2.15
CAPEusingvirtualtemperature,4.05
ConvectiveInhibition,-10.18
CINSusingvirtualtemperature,-6.63
EquilibrumLevel,757.58
EquilibrumLevelusingvirtualtemperature,739.25
LevelofFreeConvection,890.40
LFCTusingvirtualtemperature,898.88
BulkRichardsonNumber,0.27
BulkRichardsonNumberusingCAPV,0.51
Temp[K]oftheLiftedCondensationLevel,287.14
Pres[hPa]oftheLiftedCondensationLevel,989.53
Meanmixedlayerpotentialtemperature,288.02
Meanmixedlayermixingratio,10.26
1000hPato500hPathickness,5586.00
Precipitablewater[mm]forentiresounding,27.55
