Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140402/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.12
Liftedindex,1.83
LIFTcomputedusingvirtualtemperature,1.57
SWEATindex,102.58
Kindex,24.30
Crosstotalsindex,15.50
Verticaltotalsindex,23.50
Totalstotalsindex,39.00
ConvectiveAvailablePotentialEnergy,0.69
CAPEusingvirtualtemperature,4.41
ConvectiveInhibition,-78.61
CINSusingvirtualtemperature,-1.51
EquilibrumLevel,717.51
EquilibrumLevelusingvirtualtemperature,707.22
LevelofFreeConvection,726.31
LFCTusingvirtualtemperature,891.77
BulkRichardsonNumber,0.05
BulkRichardsonNumberusingCAPV,0.32
Temp[K]oftheLiftedCondensationLevel,287.28
Pres[hPa]oftheLiftedCondensationLevel,896.96
Meanmixedlayerpotentialtemperature,296.36
Meanmixedlayermixingratio,11.45
1000hPato500hPathickness,5687.00
Precipitablewater[mm]forentiresounding,33.89
