Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131220/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.88
Liftedindex,4.04
LIFTcomputedusingvirtualtemperature,3.67
SWEATindex,76.81
Kindex,-1.70
Crosstotalsindex,13.90
Verticaltotalsindex,20.90
Totalstotalsindex,34.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,1.30
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-16.89
EquilibrumLevelusingvirtualtemperature,807.15
LFCTusingvirtualtemperature,838.52
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.63
Temp[K]oftheLiftedCondensationLevel,286.06
Pres[hPa]oftheLiftedCondensationLevel,897.60
Meanmixedlayerpotentialtemperature,295.04
Meanmixedlayermixingratio,10.54
1000hPato500hPathickness,5698.00
Precipitablewater[mm]forentiresounding,20.91
