Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130423/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.44
Liftedindex,-0.49
LIFTcomputedusingvirtualtemperature,-0.96
SWEATindex,143.01
Kindex,29.20
Crosstotalsindex,16.70
Verticaltotalsindex,29.70
Totalstotalsindex,46.40
ConvectiveAvailablePotentialEnergy,254.00
CAPEusingvirtualtemperature,314.64
ConvectiveInhibition,-302.22
CINSusingvirtualtemperature,-248.50
EquilibrumLevel,468.21
EquilibrumLevelusingvirtualtemperature,450.86
LevelofFreeConvection,711.30
LFCTusingvirtualtemperature,725.31
BulkRichardsonNumber,3.08
BulkRichardsonNumberusingCAPV,3.82
Temp[K]oftheLiftedCondensationLevel,287.77
Pres[hPa]oftheLiftedCondensationLevel,918.04
Meanmixedlayerpotentialtemperature,294.91
Meanmixedlayermixingratio,11.54
1000hPato500hPathickness,5648.00
Precipitablewater[mm]forentiresounding,26.71
