PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1025.0,5,20.8,14.8,69,10.43,180,7,291.9,321.7,293.7
1000.0,218,17.6,13.5,77,9.81,165,17,290.8,318.7,292.5
984.0,356,16.2,13.1,82,9.71,156,19,290.7,318.3,292.4
941.0,735,14.0,11.8,86,9.32,130,26,292.2,318.9,293.9
925.0,880,13.2,11.3,88,9.17,125,25,292.8,319.2,294.4
878.0,1317,10.2,9.4,95,8.50,119,19,294.1,318.7,295.6
850.0,1587,8.8,7.9,94,7.92,115,15,295.4,318.5,296.8
834.0,1743,8.0,6.8,92,7.49,105,14,296.1,318.1,297.4
759.0,2518,4.0,1.4,83,5.61,124,12,299.9,316.8,300.9
718.0,2968,1.8,-6.2,55,3.37,135,11,302.2,312.8,302.9
710.0,3059,1.8,-22.2,15,0.91,137,10,303.2,306.3,303.4
700.0,3173,1.0,-30.0,8,0.46,140,10,303.6,305.2,303.6
696.0,3219,0.6,-32.4,6,0.36,140,9,303.6,304.9,303.7
695.0,3231,0.5,-31.8,7,0.39,140,9,303.6,305.0,303.7
676.0,3452,-1.3,-20.3,22,1.13,108,7,304.0,307.8,304.2
620.0,4136,-5.7,-41.7,4,0.16,9,1,306.6,307.2,306.6
615.0,4199,-6.2,-32.7,10,0.40,0,0,306.7,308.1,306.8
607.0,4302,-7.1,-18.1,41,1.52,351,1,306.8,311.9,307.1
604.0,4341,-7.1,-26.1,20,0.76,348,1,307.3,309.9,307.4
519.0,5508,-14.1,-53.1,2,0.05,248,9,312.4,312.7,312.4
513.0,5596,-14.8,-52.9,2,0.06,240,10,312.6,312.8,312.6
500.0,5790,-16.5,-52.5,3,0.06,245,10,312.9,313.1,312.9
477.0,6136,-19.5,-51.6,4,0.07,240,13,313.4,313.7,313.4
422.0,7037,-27.3,-49.3,10,0.10,268,19,314.6,315.0,314.6
410.0,7243,-28.5,-52.6,8,0.07,275,20,315.6,315.9,315.7
400.0,7420,-29.5,-55.5,6,0.05,280,22,316.6,316.8,316.6
390.0,7599,-30.9,-56.9,6,0.04,279,23,317.0,317.2,317.0
339.0,8573,-39.1,-60.1,9,0.03,274,29,318.8,319.0,318.8
300.0,9400,-43.5,-69.5,4,0.01,270,34,323.9,324.0,323.9
293.0,9558,-44.0,-70.7,4,0.01,275,37,325.5,325.5,325.5
291.0,9604,-44.1,-71.1,3,0.01,275,36,325.9,326.0,325.9
271.0,10076,-46.7,-71.8,4,0.01,275,31,328.8,328.8,328.8
250.0,10610,-49.7,-72.7,5,0.01,285,45,332.1,332.1,332.1
233.0,11069,-51.2,-74.2,5,0.01,290,46,336.5,336.5,336.5
222.0,11384,-52.3,-75.3,5,0.01,285,55,339.5,339.5,339.5
210.0,11744,-52.5,-76.6,4,0.01,285,67,344.6,344.6,344.6
200.0,12060,-52.7,-77.7,3,0.00,280,63,349.1,349.2,349.1
183.0,12634,-53.2,-80.4,2,0.00,280,70,357.2,357.3,357.2
170.0,13111,-53.7,-82.7,2,0.00,282,67,364.1,364.1,364.1
150.0,13910,-58.1,-85.1,2,0.00,285,62,369.8,369.8,369.8
132.0,14712,-59.9,-86.9,2,0.00,276,60,380.3,380.3,380.3
130.0,14806,-60.3,-86.9,2,0.00,275,60,381.3,381.3,381.3
121.0,15248,-62.0,-87.0,2,0.00,290,53,386.1,386.1,386.1
102.0,16300,-66.1,-87.2,4,0.00,280,55,397.5,397.5,397.5
100.0,16420,-65.9,-87.2,4,0.00,275,50,400.1,400.1,400.1
91.0,16994,-65.0,-87.4,3,0.00,290,29,412.8,412.8,412.8
89.6,17089,-64.9,-87.4,3,0.00,295,30,414.9,414.9,414.9
88.0,17198,-65.5,-87.4,3,0.00,300,31,415.9,415.9,415.9
80.0,17774,-68.5,-87.5,5,0.00,285,39,421.1,421.1,421.1
79.5,17812,-68.7,-87.5,5,0.00,282,38,421.5,421.5,421.5
74.0,18245,-67.2,-87.6,4,0.00,245,24,433.3,433.3,433.3
72.0,18410,-66.7,-87.7,4,0.00,250,17,437.9,437.9,437.9
71.0,18494,-66.4,-87.7,4,0.00,275,13,440.2,440.2,440.2
70.0,18580,-66.1,-87.7,3,0.00,295,14,442.6,442.6,442.6
69.0,18668,-65.7,-87.7,3,0.00,305,16,445.4,445.4,445.4
64.0,19128,-63.4,-87.8,2,0.00,305,10,460.0,460.1,460.0
60.9,19432,-61.9,-87.9,2,0.00,290,17,469.9,470.0,469.9
60.0,19523,-62.0,-87.9,2,0.00,285,19,471.7,471.7,471.7
57.0,19839,-62.5,-87.9,2,0.00,240,10,477.6,477.6,477.6
55.0,20059,-62.8,-88.0,2,0.00,285,2,481.8,481.9,481.8
54.2,20150,-62.9,-88.0,2,0.00,333,8,483.6,483.6,483.6
54.0,20173,-62.7,-88.0,2,0.00,345,10,484.5,484.5,484.5
52.0,20407,-61.0,-88.0,2,0.00,330,16,493.9,493.9,493.9
50.0,20650,-59.1,-88.1,1,0.00,330,10,503.8,503.8,503.8
49.7,20688,-58.1,-88.1,1,0.00,325,10,507.0,507.0,507.0
47.8,20933,-59.7,-88.7,1,0.00,294,10,508.9,508.9,508.9
47.0,21038,-59.7,-88.7,1,0.00,280,10,511.4,511.4,511.4
38.0,22369,-59.5,-88.5,1,0.00,0,0,543.7,543.8,543.7
35.3,22830,-59.5,-88.5,1,0.00,37,1,555.4,555.5,555.4
30.1,23839,-54.9,-84.9,1,0.01,118,3,593.8,593.9,593.8
30.0,23860,-54.9,-84.9,1,0.01,120,3,594.4,594.5,594.4
26.6,24627,-56.3,-86.3,1,0.01,169,5,611.2,611.3,611.2
24.7,25104,-50.5,-82.5,1,0.02,199,7,641.0,641.2,641.0
21.0,26162,-51.0,-83.0,1,0.02,265,10,670.0,670.2,670.0
20.0,26480,-51.1,-83.1,1,0.02,270,7,679.0,679.2,679.0
18.0,27165,-51.0,-83.0,1,0.02,280,10,700.1,700.3,700.1
16.2,27850,-50.9,-82.9,1,0.03,293,16,721.8,722.1,721.8
16.0,,,,,,295,17,,,
