Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140405/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.29
Liftedindex,3.98
LIFTcomputedusingvirtualtemperature,3.40
SWEATindex,47.38
Kindex,12.30
Crosstotalsindex,6.90
Verticaltotalsindex,20.90
Totalstotalsindex,27.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,2.95
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-6.97
EquilibrumLevelusingvirtualtemperature,639.12
LFCTusingvirtualtemperature,895.55
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.68
Temp[K]oftheLiftedCondensationLevel,289.71
Pres[hPa]oftheLiftedCondensationLevel,924.20
Meanmixedlayerpotentialtemperature,296.32
Meanmixedlayermixingratio,13.01
1000hPato500hPathickness,5724.00
Precipitablewater[mm]forentiresounding,28.05
