Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131007/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.83
Liftedindex,0.50
LIFTcomputedusingvirtualtemperature,0.17
SWEATindex,65.00
Kindex,3.30
Crosstotalsindex,1.30
Verticaltotalsindex,32.30
Totalstotalsindex,33.60
ConvectiveAvailablePotentialEnergy,37.04
CAPEusingvirtualtemperature,49.47
ConvectiveInhibition,-543.33
CINSusingvirtualtemperature,-422.69
EquilibrumLevel,505.58
EquilibrumLevelusingvirtualtemperature,503.21
LevelofFreeConvection,574.29
LFCTusingvirtualtemperature,585.64
BulkRichardsonNumber,1.24
BulkRichardsonNumberusingCAPV,1.65
Temp[K]oftheLiftedCondensationLevel,282.48
Pres[hPa]oftheLiftedCondensationLevel,825.50
Meanmixedlayerpotentialtemperature,298.41
Meanmixedlayermixingratio,9.09
1000hPato500hPathickness,5678.00
Precipitablewater[mm]forentiresounding,15.05
