Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130916/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.57
Liftedindex,0.32
LIFTcomputedusingvirtualtemperature,0.25
SWEATindex,147.39
Kindex,31.60
Crosstotalsindex,21.90
Verticaltotalsindex,25.30
Totalstotalsindex,47.20
ConvectiveAvailablePotentialEnergy,12.81
CAPEusingvirtualtemperature,18.73
ConvectiveInhibition,-2.42
CINSusingvirtualtemperature,-1.77
EquilibrumLevel,614.38
EquilibrumLevelusingvirtualtemperature,595.10
LevelofFreeConvection,933.39
LFCTusingvirtualtemperature,936.41
BulkRichardsonNumber,0.27
BulkRichardsonNumberusingCAPV,0.40
Temp[K]oftheLiftedCondensationLevel,288.29
Pres[hPa]oftheLiftedCondensationLevel,956.49
Meanmixedlayerpotentialtemperature,292.00
Meanmixedlayermixingratio,11.46
1000hPato500hPathickness,5622.00
Precipitablewater[mm]forentiresounding,37.65
