Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110811/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.02
Liftedindex,4.79
LIFTcomputedusingvirtualtemperature,4.68
SWEATindex,74.01
Kindex,24.50
Crosstotalsindex,18.30
Verticaltotalsindex,29.30
Totalstotalsindex,47.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,274.86
Pres[hPa]oftheLiftedCondensationLevel,840.03
Meanmixedlayerpotentialtemperature,288.91
Meanmixedlayermixingratio,5.23
1000hPato500hPathickness,5496.00
Precipitablewater[mm]forentiresounding,16.65
