Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130428/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.52
Liftedindex,5.64
LIFTcomputedusingvirtualtemperature,5.32
SWEATindex,63.39
Kindex,-2.10
Crosstotalsindex,12.70
Verticaltotalsindex,21.70
Totalstotalsindex,34.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.89
Pres[hPa]oftheLiftedCondensationLevel,907.55
Meanmixedlayerpotentialtemperature,292.91
Meanmixedlayermixingratio,9.64
1000hPato500hPathickness,5649.00
Precipitablewater[mm]forentiresounding,17.71
