Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140521/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.78
Liftedindex,5.48
LIFTcomputedusingvirtualtemperature,5.31
SWEATindex,50.99
Kindex,-5.70
Crosstotalsindex,11.90
Verticaltotalsindex,22.90
Totalstotalsindex,34.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.74
Pres[hPa]oftheLiftedCondensationLevel,907.45
Meanmixedlayerpotentialtemperature,291.74
Meanmixedlayermixingratio,8.99
1000hPato500hPathickness,5607.00
Precipitablewater[mm]forentiresounding,19.50
