Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101103/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.63
Liftedindex,2.57
LIFTcomputedusingvirtualtemperature,2.22
SWEATindex,157.60
Kindex,-7.30
Crosstotalsindex,21.30
Verticaltotalsindex,21.90
Totalstotalsindex,43.20
ConvectiveAvailablePotentialEnergy,18.67
CAPEusingvirtualtemperature,27.73
ConvectiveInhibition,-7.85
CINSusingvirtualtemperature,-6.76
EquilibrumLevel,790.89
EquilibrumLevelusingvirtualtemperature,784.05
LevelofFreeConvection,873.73
LFCTusingvirtualtemperature,875.78
BulkRichardsonNumber,0.41
BulkRichardsonNumberusingCAPV,0.60
Temp[K]oftheLiftedCondensationLevel,285.25
Pres[hPa]oftheLiftedCondensationLevel,900.83
Meanmixedlayerpotentialtemperature,293.90
Meanmixedlayermixingratio,9.95
1000hPato500hPathickness,5623.00
Precipitablewater[mm]forentiresounding,22.40
