Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130730/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.85
Liftedindex,2.02
LIFTcomputedusingvirtualtemperature,1.82
SWEATindex,84.61
Kindex,26.80
Crosstotalsindex,21.60
Verticaltotalsindex,25.30
Totalstotalsindex,46.90
ConvectiveAvailablePotentialEnergy,33.64
CAPEusingvirtualtemperature,41.34
ConvectiveInhibition,-26.36
CINSusingvirtualtemperature,-20.46
EquilibrumLevel,682.98
EquilibrumLevelusingvirtualtemperature,682.43
LevelofFreeConvection,860.20
LFCTusingvirtualtemperature,867.55
BulkRichardsonNumber,1.56
BulkRichardsonNumberusingCAPV,1.92
Temp[K]oftheLiftedCondensationLevel,282.98
Pres[hPa]oftheLiftedCondensationLevel,922.37
Meanmixedlayerpotentialtemperature,289.60
Meanmixedlayermixingratio,8.34
1000hPato500hPathickness,5526.00
Precipitablewater[mm]forentiresounding,20.30
