Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140920/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.93
Liftedindex,2.56
LIFTcomputedusingvirtualtemperature,2.37
SWEATindex,148.01
Kindex,24.50
Crosstotalsindex,22.30
Verticaltotalsindex,23.10
Totalstotalsindex,45.40
ConvectiveAvailablePotentialEnergy,208.04
CAPEusingvirtualtemperature,246.28
ConvectiveInhibition,-9.15
CINSusingvirtualtemperature,-7.97
EquilibrumLevel,573.33
EquilibrumLevelusingvirtualtemperature,556.67
LevelofFreeConvection,873.55
LFCTusingvirtualtemperature,875.19
BulkRichardsonNumber,2.68
BulkRichardsonNumberusingCAPV,3.18
Temp[K]oftheLiftedCondensationLevel,283.42
Pres[hPa]oftheLiftedCondensationLevel,912.17
Meanmixedlayerpotentialtemperature,290.97
Meanmixedlayermixingratio,8.68
1000hPato500hPathickness,5516.00
Precipitablewater[mm]forentiresounding,24.15
