Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110106/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-0.49
Liftedindex,-2.03
LIFTcomputedusingvirtualtemperature,-2.45
SWEATindex,206.02
Kindex,36.00
Crosstotalsindex,23.10
Verticaltotalsindex,23.90
Totalstotalsindex,47.00
ConvectiveAvailablePotentialEnergy,400.91
CAPEusingvirtualtemperature,479.07
ConvectiveInhibition,-13.70
CINSusingvirtualtemperature,-12.12
EquilibrumLevel,307.63
EquilibrumLevelusingvirtualtemperature,306.51
LevelofFreeConvection,888.04
LFCTusingvirtualtemperature,890.60
BulkRichardsonNumber,15.62
BulkRichardsonNumberusingCAPV,18.67
Temp[K]oftheLiftedCondensationLevel,291.59
Pres[hPa]oftheLiftedCondensationLevel,949.42
Meanmixedlayerpotentialtemperature,295.97
Meanmixedlayermixingratio,14.29
1000hPato500hPathickness,5689.00
Precipitablewater[mm]forentiresounding,45.82
