Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130403/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.87
Liftedindex,-1.24
LIFTcomputedusingvirtualtemperature,-1.63
SWEATindex,148.98
Kindex,20.50
Crosstotalsindex,22.70
Verticaltotalsindex,24.50
Totalstotalsindex,47.20
ConvectiveAvailablePotentialEnergy,235.52
CAPEusingvirtualtemperature,331.88
ConvectiveInhibition,-11.29
CINSusingvirtualtemperature,-5.69
EquilibrumLevel,335.69
EquilibrumLevelusingvirtualtemperature,334.50
LevelofFreeConvection,857.33
LFCTusingvirtualtemperature,864.15
BulkRichardsonNumber,39.60
BulkRichardsonNumberusingCAPV,55.79
Temp[K]oftheLiftedCondensationLevel,288.07
Pres[hPa]oftheLiftedCondensationLevel,914.22
Meanmixedlayerpotentialtemperature,295.56
Meanmixedlayermixingratio,11.82
1000hPato500hPathickness,5638.00
Precipitablewater[mm]forentiresounding,31.02
