Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151113/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.08
Liftedindex,2.39
LIFTcomputedusingvirtualtemperature,2.02
SWEATindex,117.21
Kindex,18.20
Crosstotalsindex,18.00
Verticaltotalsindex,22.10
Totalstotalsindex,40.10
ConvectiveAvailablePotentialEnergy,3.85
CAPEusingvirtualtemperature,6.45
ConvectiveInhibition,-28.12
CINSusingvirtualtemperature,-19.04
EquilibrumLevel,790.18
EquilibrumLevelusingvirtualtemperature,787.99
LevelofFreeConvection,824.09
LFCTusingvirtualtemperature,835.07
BulkRichardsonNumber,0.21
BulkRichardsonNumberusingCAPV,0.36
Temp[K]oftheLiftedCondensationLevel,287.24
Pres[hPa]oftheLiftedCondensationLevel,906.85
Meanmixedlayerpotentialtemperature,295.39
Meanmixedlayermixingratio,11.28
1000hPato500hPathickness,5667.00
Precipitablewater[mm]forentiresounding,33.28
