Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140626/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.03
Liftedindex,11.55
LIFTcomputedusingvirtualtemperature,11.46
SWEATindex,50.00
Kindex,-19.50
Crosstotalsindex,-6.90
Verticaltotalsindex,28.10
Totalstotalsindex,21.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,270.87
Pres[hPa]oftheLiftedCondensationLevel,796.62
Meanmixedlayerpotentialtemperature,289.07
Meanmixedlayermixingratio,4.14
1000hPato500hPathickness,5578.00
Precipitablewater[mm]forentiresounding,6.74
