Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111102/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.21
Liftedindex,2.33
LIFTcomputedusingvirtualtemperature,2.15
SWEATindex,109.98
Kindex,14.70
Crosstotalsindex,17.70
Verticaltotalsindex,25.70
Totalstotalsindex,43.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-106.81
EquilibrumLevelusingvirtualtemperature,760.90
LFCTusingvirtualtemperature,761.31
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.15
Pres[hPa]oftheLiftedCondensationLevel,898.06
Meanmixedlayerpotentialtemperature,294.06
Meanmixedlayermixingratio,9.92
1000hPato500hPathickness,5639.00
Precipitablewater[mm]forentiresounding,25.27
