Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140219/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.94
Liftedindex,2.63
LIFTcomputedusingvirtualtemperature,2.44
SWEATindex,192.42
Kindex,26.60
Crosstotalsindex,17.20
Verticaltotalsindex,21.90
Totalstotalsindex,39.10
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,288.86
Pres[hPa]oftheLiftedCondensationLevel,883.79
Meanmixedlayerpotentialtemperature,299.26
Meanmixedlayermixingratio,12.88
1000hPato500hPathickness,5766.00
Precipitablewater[mm]forentiresounding,37.95
