Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160403/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.64
Liftedindex,3.74
LIFTcomputedusingvirtualtemperature,3.35
SWEATindex,103.01
Kindex,10.50
Crosstotalsindex,9.50
Verticaltotalsindex,22.50
Totalstotalsindex,32.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.36
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-102.57
EquilibrumLevelusingvirtualtemperature,749.06
LFCTusingvirtualtemperature,782.61
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.15
Temp[K]oftheLiftedCondensationLevel,289.66
Pres[hPa]oftheLiftedCondensationLevel,919.26
Meanmixedlayerpotentialtemperature,296.72
Meanmixedlayermixingratio,13.03
1000hPato500hPathickness,5727.00
Precipitablewater[mm]forentiresounding,27.02
