Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111120/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.96
Liftedindex,1.79
LIFTcomputedusingvirtualtemperature,1.45
SWEATindex,82.59
Kindex,15.90
Crosstotalsindex,14.10
Verticaltotalsindex,24.10
Totalstotalsindex,38.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.52
Pres[hPa]oftheLiftedCondensationLevel,910.49
Meanmixedlayerpotentialtemperature,295.35
Meanmixedlayermixingratio,11.46
1000hPato500hPathickness,5691.00
Precipitablewater[mm]forentiresounding,21.72
