Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160914/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.65
Liftedindex,2.15
LIFTcomputedusingvirtualtemperature,2.13
SWEATindex,141.02
Kindex,13.90
Crosstotalsindex,15.90
Verticaltotalsindex,22.90
Totalstotalsindex,38.80
ConvectiveAvailablePotentialEnergy,10.62
CAPEusingvirtualtemperature,24.35
ConvectiveInhibition,-32.00
CINSusingvirtualtemperature,-1.03
EquilibrumLevel,776.60
EquilibrumLevelusingvirtualtemperature,758.19
LevelofFreeConvection,821.85
LFCTusingvirtualtemperature,925.28
BulkRichardsonNumber,0.41
BulkRichardsonNumberusingCAPV,0.94
Temp[K]oftheLiftedCondensationLevel,288.41
Pres[hPa]oftheLiftedCondensationLevel,945.32
Meanmixedlayerpotentialtemperature,293.09
Meanmixedlayermixingratio,11.68
1000hPato500hPathickness,5654.00
Precipitablewater[mm]forentiresounding,31.19
