Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150614/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.41
Liftedindex,3.27
LIFTcomputedusingvirtualtemperature,3.16
SWEATindex,135.41
Kindex,7.40
Crosstotalsindex,21.60
Verticaltotalsindex,23.70
Totalstotalsindex,45.30
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.00
Pres[hPa]oftheLiftedCondensationLevel,984.33
Meanmixedlayerpotentialtemperature,288.31
Meanmixedlayermixingratio,10.21
1000hPato500hPathickness,5596.00
Precipitablewater[mm]forentiresounding,25.60
