Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101210/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.79
Liftedindex,2.66
LIFTcomputedusingvirtualtemperature,2.02
SWEATindex,71.20
Kindex,-22.90
Crosstotalsindex,8.50
Verticaltotalsindex,23.50
Totalstotalsindex,32.00
ConvectiveAvailablePotentialEnergy,0.54
CAPEusingvirtualtemperature,3.20
ConvectiveInhibition,-6.86
CINSusingvirtualtemperature,-3.54
EquilibrumLevel,865.95
EquilibrumLevelusingvirtualtemperature,751.12
LevelofFreeConvection,877.25
LFCTusingvirtualtemperature,884.29
BulkRichardsonNumber,0.09
BulkRichardsonNumberusingCAPV,0.55
Temp[K]oftheLiftedCondensationLevel,289.31
Pres[hPa]oftheLiftedCondensationLevel,900.65
Meanmixedlayerpotentialtemperature,298.10
Meanmixedlayermixingratio,13.01
1000hPato500hPathickness,5754.00
Precipitablewater[mm]forentiresounding,25.38
