Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100105/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.81
Liftedindex,2.45
LIFTcomputedusingvirtualtemperature,1.96
SWEATindex,200.40
Kindex,20.70
Crosstotalsindex,19.70
Verticaltotalsindex,20.50
Totalstotalsindex,40.20
ConvectiveAvailablePotentialEnergy,6.08
CAPEusingvirtualtemperature,14.33
ConvectiveInhibition,-1.74
CINSusingvirtualtemperature,-0.43
EquilibrumLevel,440.40
EquilibrumLevelusingvirtualtemperature,439.91
LevelofFreeConvection,911.40
LFCTusingvirtualtemperature,918.81
BulkRichardsonNumber,0.48
BulkRichardsonNumberusingCAPV,1.12
Temp[K]oftheLiftedCondensationLevel,290.28
Pres[hPa]oftheLiftedCondensationLevel,930.11
Meanmixedlayerpotentialtemperature,296.36
Meanmixedlayermixingratio,13.40
1000hPato500hPathickness,5720.00
Precipitablewater[mm]forentiresounding,39.38
