Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160410/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.85
Liftedindex,1.19
LIFTcomputedusingvirtualtemperature,0.71
SWEATindex,81.97
Kindex,21.90
Crosstotalsindex,12.90
Verticaltotalsindex,24.90
Totalstotalsindex,37.80
ConvectiveAvailablePotentialEnergy,63.95
CAPEusingvirtualtemperature,104.26
ConvectiveInhibition,-157.50
CINSusingvirtualtemperature,-99.37
EquilibrumLevel,524.68
EquilibrumLevelusingvirtualtemperature,522.73
LevelofFreeConvection,714.24
LFCTusingvirtualtemperature,741.23
BulkRichardsonNumber,23.11
BulkRichardsonNumberusingCAPV,37.68
Temp[K]oftheLiftedCondensationLevel,288.99
Pres[hPa]oftheLiftedCondensationLevel,915.86
Meanmixedlayerpotentialtemperature,296.35
Meanmixedlayermixingratio,12.52
1000hPato500hPathickness,5689.00
Precipitablewater[mm]forentiresounding,31.87
