Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100920/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.36
Liftedindex,7.15
LIFTcomputedusingvirtualtemperature,7.36
SWEATindex,204.18
Kindex,29.90
Crosstotalsindex,19.50
Verticaltotalsindex,20.30
Totalstotalsindex,39.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,288.20
Pres[hPa]oftheLiftedCondensationLevel,983.57
Meanmixedlayerpotentialtemperature,289.59
Meanmixedlayermixingratio,11.10
1000hPato500hPathickness,5661.00
Precipitablewater[mm]forentiresounding,43.68
