Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120804/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.09
Liftedindex,11.31
LIFTcomputedusingvirtualtemperature,11.23
SWEATindex,58.99
Kindex,-24.10
Crosstotalsindex,8.70
Verticaltotalsindex,24.70
Totalstotalsindex,33.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,268.64
Pres[hPa]oftheLiftedCondensationLevel,791.76
Meanmixedlayerpotentialtemperature,287.19
Meanmixedlayermixingratio,3.50
1000hPato500hPathickness,5491.00
Precipitablewater[mm]forentiresounding,7.66
