Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120626/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.33
Liftedindex,5.46
LIFTcomputedusingvirtualtemperature,5.54
SWEATindex,79.00
Kindex,22.60
Crosstotalsindex,17.10
Verticaltotalsindex,22.10
Totalstotalsindex,39.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.21
Pres[hPa]oftheLiftedCondensationLevel,922.26
Meanmixedlayerpotentialtemperature,288.82
Meanmixedlayermixingratio,7.91
1000hPato500hPathickness,5548.00
Precipitablewater[mm]forentiresounding,29.36
