Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100908/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.43
Liftedindex,6.52
LIFTcomputedusingvirtualtemperature,6.62
SWEATindex,96.22
Kindex,-20.70
Crosstotalsindex,15.70
Verticaltotalsindex,21.70
Totalstotalsindex,37.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-71.83
EquilibrumLevelusingvirtualtemperature,797.81
LFCTusingvirtualtemperature,803.29
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.17
Pres[hPa]oftheLiftedCondensationLevel,917.15
Meanmixedlayerpotentialtemperature,290.27
Meanmixedlayermixingratio,8.49
1000hPato500hPathickness,5595.00
Precipitablewater[mm]forentiresounding,18.93
