Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100510/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.13
Liftedindex,1.08
LIFTcomputedusingvirtualtemperature,0.73
SWEATindex,109.59
Kindex,22.20
Crosstotalsindex,21.20
Verticaltotalsindex,23.90
Totalstotalsindex,45.10
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.72
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-14.82
EquilibrumLevelusingvirtualtemperature,673.43
LFCTusingvirtualtemperature,850.91
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.12
Temp[K]oftheLiftedCondensationLevel,286.66
Pres[hPa]oftheLiftedCondensationLevel,931.48
Meanmixedlayerpotentialtemperature,292.54
Meanmixedlayermixingratio,10.56
1000hPato500hPathickness,5609.00
Precipitablewater[mm]forentiresounding,28.27
