Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140630/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.46
Liftedindex,8.67
LIFTcomputedusingvirtualtemperature,8.59
SWEATindex,235.75
Kindex,-13.70
Crosstotalsindex,17.70
Verticaltotalsindex,22.70
Totalstotalsindex,40.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,270.56
Pres[hPa]oftheLiftedCondensationLevel,821.43
Meanmixedlayerpotentialtemperature,286.21
Meanmixedlayermixingratio,3.87
1000hPato500hPathickness,5439.00
Precipitablewater[mm]forentiresounding,8.58
