Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120106/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.88
Liftedindex,4.00
LIFTcomputedusingvirtualtemperature,3.56
SWEATindex,147.22
Kindex,19.30
Crosstotalsindex,15.70
Verticaltotalsindex,23.70
Totalstotalsindex,39.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,1.82
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-1.32
EquilibrumLevelusingvirtualtemperature,880.91
LFCTusingvirtualtemperature,881.55
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.07
Temp[K]oftheLiftedCondensationLevel,287.75
Pres[hPa]oftheLiftedCondensationLevel,901.41
Meanmixedlayerpotentialtemperature,296.42
Meanmixedlayermixingratio,11.73
1000hPato500hPathickness,5712.00
Precipitablewater[mm]forentiresounding,32.53
