Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110627/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.36
Liftedindex,12.45
LIFTcomputedusingvirtualtemperature,12.30
SWEATindex,121.39
Kindex,-23.30
Crosstotalsindex,17.90
Verticaltotalsindex,18.50
Totalstotalsindex,36.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,277.68
Pres[hPa]oftheLiftedCondensationLevel,865.07
Meanmixedlayerpotentialtemperature,289.44
Meanmixedlayermixingratio,6.23
1000hPato500hPathickness,5602.00
Precipitablewater[mm]forentiresounding,17.21
