Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110911/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.65
Liftedindex,10.95
LIFTcomputedusingvirtualtemperature,10.86
SWEATindex,232.29
Kindex,-33.70
Crosstotalsindex,-10.70
Verticaltotalsindex,27.30
Totalstotalsindex,16.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,270.17
Pres[hPa]oftheLiftedCondensationLevel,808.91
Meanmixedlayerpotentialtemperature,287.06
Meanmixedlayermixingratio,3.82
1000hPato500hPathickness,5504.00
Precipitablewater[mm]forentiresounding,5.95
