Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131108/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.86
Liftedindex,3.10
LIFTcomputedusingvirtualtemperature,2.82
SWEATindex,33.83
Kindex,-19.10
Crosstotalsindex,12.90
Verticaltotalsindex,29.90
Totalstotalsindex,42.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.28
Pres[hPa]oftheLiftedCondensationLevel,863.75
Meanmixedlayerpotentialtemperature,294.36
Meanmixedlayermixingratio,8.50
1000hPato500hPathickness,5658.00
Precipitablewater[mm]forentiresounding,15.25
