Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150429/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.24
Liftedindex,-0.09
LIFTcomputedusingvirtualtemperature,-0.34
SWEATindex,163.02
Kindex,30.10
Crosstotalsindex,23.90
Verticaltotalsindex,26.30
Totalstotalsindex,50.20
ConvectiveAvailablePotentialEnergy,12.73
CAPEusingvirtualtemperature,50.79
ConvectiveInhibition,-27.69
CINSusingvirtualtemperature,-22.03
EquilibrumLevel,483.55
EquilibrumLevelusingvirtualtemperature,476.09
LevelofFreeConvection,867.46
LFCTusingvirtualtemperature,871.68
BulkRichardsonNumber,0.58
BulkRichardsonNumberusingCAPV,2.31
Temp[K]oftheLiftedCondensationLevel,284.84
Pres[hPa]oftheLiftedCondensationLevel,929.33
Meanmixedlayerpotentialtemperature,290.88
Meanmixedlayermixingratio,9.37
1000hPato500hPathickness,5550.00
Precipitablewater[mm]forentiresounding,26.18
