Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130801/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.73
Liftedindex,4.32
LIFTcomputedusingvirtualtemperature,4.11
SWEATindex,268.54
Kindex,22.20
Crosstotalsindex,22.40
Verticaltotalsindex,23.70
Totalstotalsindex,46.10
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.47
Pres[hPa]oftheLiftedCondensationLevel,923.38
Meanmixedlayerpotentialtemperature,289.00
Meanmixedlayermixingratio,8.04
1000hPato500hPathickness,5547.00
Precipitablewater[mm]forentiresounding,22.04
