Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141114/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.92
Liftedindex,3.22
LIFTcomputedusingvirtualtemperature,3.00
SWEATindex,44.00
Kindex,21.20
Crosstotalsindex,9.30
Verticaltotalsindex,25.30
Totalstotalsindex,34.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,286.24
Pres[hPa]oftheLiftedCondensationLevel,887.44
Meanmixedlayerpotentialtemperature,296.19
Meanmixedlayermixingratio,10.81
1000hPato500hPathickness,5707.00
Precipitablewater[mm]forentiresounding,29.01
